id,pedido_id,produto_id,quantidade,preco_praticado,desconto_aplicado,valor_item
108,45,47,4,1485.05,0.0,5940.2
109,46,72,1,816.16,0.04,783.5136
110,46,15,5,1371.47,0.04,6583.0560000000005
111,46,82,2,3170.25,0.03,6150.285
112,46,32,2,355.06,0.04,681.7152
113,47,197,4,2657.31,0.09,9672.608400000001
114,47,66,3,810.05,0.23,1871.2154999999998
115,48,171,1,55.68,0.02,54.5664
116,49,186,4,2122.02,0.02,8318.3184
117,49,38,4,120.12,0.03,466.0656
118,49,10,4,1519.03,0.03,5893.8364
119,49,93,2,2799.65,0.03,5431.321
120,50,105,1,954.26,0.02,935.1748
121,51,22,2,557.3,0.05,1058.87
122,51,15,5,1400.04,0.02,6860.196
123,52,92,5,1984.8,0.03,9626.279999999999
124,52,4,3,3467.5,0.0,10402.5
125,52,49,2,2033.65,0.03,3945.281
126,53,134,2,273.3,0.03,530.202
127,53,7,1,417.65,0.16,350.82599999999996
128,54,189,2,1989.91,0.03,3860.4254
129,54,160,4,2908.77,0.02,11402.3784
130,54,85,3,3367.26,0.01,10000.762200000001
131,55,163,5,619.32,0.19,2508.2460000000005
132,56,90,2,595.99,0.02,1168.1404
133,56,55,2,2463.92,0.02,4829.2832
134,57,21,5,1130.36,0.02,5538.763999999999
135,57,97,2,1026.11,0.03,1990.6533999999997
136,58,170,2,1334.78,0.01,2642.8644
137,59,84,3,1959.85,0.05,5585.572499999999
138,59,150,4,2628.54,0.01,10409.018399999999
139,60,77,4,1550.76,0.01,6141.0096
140,60,14,4,2357.61,0.02,9241.8312
141,60,89,2,1859.99,0.02,3645.5804
142,61,193,5,1581.76,0.03,7671.536
143,61,52,1,1116.78,0.05,1060.941
144,62,60,5,497.67,0.01,2463.4665
145,62,4,2,3398.15,0.02,6660.374
146,63,28,4,2890.24,0.01,11445.3504
147,63,77,3,1503.76,0.04,4330.828799999999
148,63,166,3,1345.89,0.02,3956.9166
149,63,83,1,3281.76,0.05,3117.672
150,63,143,3,1458.36,0.01,4331.3292
151,64,7,5,472.34,0.05,2243.615
152,65,193,2,1581.76,0.03,3068.6144
153,65,194,2,871.13,0.05,1655.147
154,65,180,1,3355.97,0.04,3221.7311999999997
155,66,66,1,841.61,0.2,673.288
156,67,34,2,1351.45,0.0,2702.9
157,67,8,2,1187.61,0.02,2327.7155999999995
158,68,38,4,121.36,0.02,475.7312
159,68,177,1,544.79,0.05,517.5504999999999
160,69,139,2,712.06,0.04,1367.1552
161,69,110,5,2203.59,0.0,11017.95
162,70,136,1,1399.17,0.03,1357.1949
163,70,8,4,1187.61,0.02,4655.431199999999
164,71,116,5,1233.22,0.0,6166.1
165,72,43,4,958.85,0.28,2761.488
166,73,47,3,1469.58,0.05,4188.303
167,73,89,1,1803.05,0.05,1712.8974999999998
168,73,66,5,1041.49,0.01,5155.3755
169,73,155,5,872.18,0.02,4273.682
170,74,138,5,1706.86,0.01,8448.956999999999
171,75,169,4,304.4,0.16,1022.7839999999999
172,75,72,1,714.14,0.16,599.8775999999999
173,75,135,4,1625.42,0.27,4746.2264000000005
174,75,25,3,1024.33,0.19,2489.1219
175,76,29,5,1165.17,0.05,5534.5575
176,76,184,4,2999.65,0.06,11278.684
177,76,125,3,306.77,0.07,855.8882999999998
178,77,121,1,1296.12,0.03,1257.2363999999998
179,78,42,4,2810.12,0.02,11015.670399999999
180,78,157,1,660.11,0.04,633.7056
181,79,111,5,2142.12,0.19,8675.586
182,79,159,3,3327.16,0.02,9781.8504
183,80,3,2,1943.47,0.2,3109.552
184,80,152,1,1283.57,0.26,949.8417999999999
185,81,158,4,1895.01,0.01,7504.2396
186,82,52,5,1128.54,0.04,5416.991999999999
187,82,127,4,2011.91,0.02,7886.6872
188,82,39,2,173.66,0.04,333.42719999999997
189,83,55,3,2463.92,0.02,7243.9248
190,83,19,2,892.33,0.05,1695.427
191,84,163,5,756.94,0.01,3746.853
192,84,68,2,1997.55,0.02,3915.198
193,84,187,1,789.92,0.01,782.0208
194,84,189,2,2030.94,0.01,4021.2612
195,85,89,1,1878.97,0.01,1860.1803
196,85,32,1,366.15,0.01,362.4885
197,86,77,2,1535.09,0.02,3008.7763999999997
198,87,181,2,1263.95,0.21,1997.0410000000002
199,87,128,3,1218.23,0.09,3325.7679000000003
200,88,66,2,1009.93,0.04,1939.0656
201,89,167,1,614.43,0.03,595.9970999999999
202,89,30,1,3143.0,0.03,3048.71
203,89,183,4,338.56,0.0,1354.24
204,89,75,4,1851.17,0.03,7182.5396
205,90,17,2,2907.41,0.12,5117.0416
206,90,166,5,1222.29,0.11,5439.1905
207,91,67,1,2802.17,0.04,2690.0832
208,92,200,1,2429.6,0.03,2356.712
209,93,121,5,1322.85,0.01,6548.1075
210,93,163,3,734.01,0.04,2113.9487999999997
211,94,6,2,2542.73,0.05,4831.187
212,95,31,5,127.54,0.29,452.767
213,95,132,2,2752.58,0.14,4734.4376
214,95,17,5,2775.26,0.16,11656.092
215,95,27,1,1777.37,0.24,1350.8011999999999
216,96,163,4,741.65,0.03,2877.602
217,96,104,1,1989.16,0.02,1949.3768
218,96,149,3,87.36,0.02,256.8384
219,96,53,5,200.83,0.05,953.9425
220,96,96,2,1521.21,0.02,2981.5716
221,96,31,3,177.84,0.01,528.1848
222,97,58,2,1600.28,0.18,2624.4592000000002
223,97,15,3,1357.18,0.05,3867.9629999999997
224,98,173,4,2503.93,0.01,9915.5628
225,99,178,5,1772.07,0.01,8771.746500000001
226,99,13,3,1915.84,0.03,5575.094399999999
227,100,59,3,639.13,0.01,1898.2160999999999
228,100,138,3,1637.89,0.05,4667.9865
229,100,178,2,1736.27,0.03,3368.3638
230,100,25,1,1226.67,0.03,1189.8699000000001
231,100,46,2,436.71,0.03,847.2173999999999
232,100,61,2,409.7,0.02,803.012
233,101,11,1,1436.33,0.01,1421.9667
234,101,55,4,2388.49,0.05,9076.261999999999
235,101,60,2,482.59,0.04,926.5727999999999
236,101,13,2,1975.09,0.0,3950.18
237,102,68,1,1610.27,0.21,1272.1133
238,102,14,5,2285.43,0.05,10855.7925
239,103,59,5,632.68,0.02,3100.1319999999996
240,103,148,3,488.21,0.0,1464.6299999999999
241,104,47,4,1485.05,0.04,5702.592
242,104,119,1,1134.03,0.02,1111.3494
243,104,130,3,622.33,0.04,1792.3104
244,104,167,5,620.76,0.02,3041.724
245,105,66,3,1020.45,0.03,2969.5095
246,105,178,2,1789.97,0.0,3579.94
247,105,96,5,1536.74,0.01,7606.862999999999
248,105,183,4,335.17,0.01,1327.2732
249,105,52,2,1128.54,0.04,2166.7968
250,105,129,4,2292.04,0.01,9076.4784
251,106,35,2,2805.01,0.03,5441.7194
252,107,194,3,706.07,0.23,1631.0217
253,107,47,1,1222.07,0.21,965.4353
254,108,151,5,701.11,0.03,3400.3835
255,108,47,2,1531.46,0.0,3062.92
256,109,73,5,1278.0,0.15,5431.5
257,110,87,3,1619.25,0.04,4663.44
258,111,27,1,2291.88,0.02,2246.0424000000003
259,111,152,3,1647.83,0.05,4696.3155
260,112,88,4,2100.11,0.28,6048.3168000000005
261,112,80,2,2163.75,0.1,3894.75
262,113,119,3,1122.45,0.03,3266.3295000000003
263,113,125,3,326.56,0.01,969.8832000000001
264,114,104,5,2009.46,0.01,9946.827
265,114,154,5,1004.62,0.0,5023.1
266,115,38,1,101.55,0.18,83.271
267,115,23,5,1025.22,0.0,5126.1
268,115,81,4,1518.61,0.13,5284.7627999999995
269,116,177,4,464.5,0.19,1504.98
270,116,45,1,418.36,0.15,355.606
271,117,199,1,1935.05,0.04,1857.648
272,118,170,4,1172.99,0.13,4082.0052
273,119,133,3,2488.83,0.12,6570.5112
274,119,110,2,1652.69,0.25,2479.035
275,120,24,2,2853.68,0.03,5536.1392
276,120,14,2,2333.55,0.03,4527.087
277,120,45,4,477.42,0.03,1852.3896
278,121,188,3,69.31,0.3,145.551
279,121,106,5,2142.32,0.07,9961.788
280,121,27,1,1847.53,0.21,1459.5487
281,122,114,3,837.37,0.05,2386.5045
282,122,142,3,3114.32,0.04,8969.241600000001
283,123,181,3,1551.94,0.03,4516.145399999999
284,123,81,5,1728.07,0.01,8553.9465
285,124,55,3,2438.77,0.03,7096.820699999999
286,125,156,3,57.24,0.02,168.2856
287,125,21,3,1095.76,0.05,3122.9159999999997
288,126,130,2,648.26,0.0,1296.52
289,126,88,1,2800.15,0.04,2688.144
290,126,66,5,1020.45,0.03,4949.1825
291,127,148,4,356.39,0.27,1040.6588
292,127,75,2,1354.98,0.29,1924.0716
293,127,185,5,778.83,0.19,3154.2615
294,128,118,3,2876.84,0.04,8285.2992
295,128,182,3,1015.85,0.02,2986.599
296,129,91,5,2158.67,0.18,8850.547
297,130,103,4,1781.42,0.04,6840.6528
298,131,65,4,2626.33,0.02,10295.2136
299,131,52,5,1152.05,0.02,5645.045
300,131,181,2,1567.94,0.02,3073.1624
301,131,34,5,1365.1,0.0,6825.5
302,131,1,5,1539.33,0.05,7311.817499999999
303,131,146,2,2644.08,0.0,5288.16
304,132,77,4,1550.76,0.01,6141.0096
305,132,49,1,2033.65,0.03,1972.6405
306,132,101,3,1819.53,0.01,5404.0041
307,132,196,4,1010.04,0.05,3838.1519999999996
308,133,62,2,244.49,0.01,484.09020000000004
309,133,128,2,1271.77,0.05,2416.363
310,133,57,3,1845.55,0.02,5425.9169999999995
311,134,196,5,978.14,0.08,4499.444
312,134,68,3,1997.55,0.02,5872.797
313,135,136,3,1413.59,0.02,4155.954599999999
314,136,49,2,1467.59,0.3,2054.6259999999997
315,136,132,4,2528.54,0.21,7990.1864000000005
316,137,14,3,2357.61,0.02,6931.3733999999995
317,137,54,4,3181.03,0.04,12215.155200000001
318,138,36,2,1474.88,0.03,2861.2672000000002
319,138,108,1,1103.8,0.01,1092.762
320,139,117,1,2081.15,0.14,1789.789
321,139,108,3,847.36,0.24,1931.9808
322,140,146,4,1850.86,0.3,5182.407999999999
323,140,92,1,1596.03,0.22,1244.9034
324,141,85,3,2482.93,0.27,5437.6167
325,141,106,2,1958.03,0.15,3328.651
326,141,143,2,1399.44,0.05,2658.936
327,141,127,5,2011.91,0.02,9858.359
328,141,173,3,2251.01,0.11,6010.1967
329,141,61,3,372.07,0.11,993.4269
330,142,146,4,2617.64,0.01,10365.8544
331,142,17,5,3204.76,0.03,15543.086000000001
332,143,23,2,994.46,0.03,1929.2524
333,143,194,1,898.64,0.02,880.6672
334,143,160,4,2968.13,0.0,11872.52
335,143,105,5,925.04,0.05,4393.94
336,144,52,1,1081.52,0.08,994.9984000000001
337,145,142,5,3146.76,0.03,15261.786
338,146,33,2,2217.74,0.02,4346.770399999999
339,147,42,1,2179.28,0.24,1656.2528000000002
340,147,8,1,969.48,0.2,775.5840000000001
341,147,81,1,1553.52,0.11,1382.6328
342,148,18,3,3490.39,0.0,10471.17
343,148,178,3,1772.07,0.01,5263.0479
344,149,135,5,2204.33,0.01,10911.4335
345,150,176,4,737.67,0.04,2832.6528
346,150,138,2,1724.1,0.0,3448.2
347,150,125,3,323.26,0.02,950.3843999999999
348,151,195,5,125.79,0.02,616.371
349,151,120,5,551.21,0.25,2067.0375000000004
350,152,199,5,1955.21,0.03,9482.768499999998
351,152,95,5,2921.91,0.01,14463.4545
352,152,57,4,1826.71,0.03,7087.6348
353,152,44,4,1131.34,0.01,4480.1064
354,152,198,1,1538.11,0.0,1538.11
355,152,16,3,390.93,0.04,1125.8783999999998
356,153,47,1,1531.46,0.01,1516.1454
357,153,163,5,764.59,0.0,3822.9500000000003
358,154,36,1,1444.47,0.0,1444.47
359,154,8,3,1199.73,0.01,3563.1981
360,154,46,2,432.21,0.04,829.8431999999999
361,154,127,4,2011.91,0.02,7886.6872
362,154,93,1,2857.38,0.01,2828.8062
363,155,108,2,903.11,0.19,1463.0382000000002
364,155,6,3,1953.89,0.27,4279.0190999999995
365,156,176,5,722.31,0.06,3394.8569999999995
366,157,82,2,3202.93,0.02,6277.7428
367,157,200,1,2479.69,0.01,2454.8931000000002
368,157,173,2,2503.93,0.01,4957.7814
369,158,58,5,1893.01,0.03,9181.098499999998
370,159,41,1,941.67,0.03,913.4199
371,160,67,3,2539.47,0.13,6628.0167
372,160,184,2,2903.92,0.09,5285.1344
373,160,52,1,1152.05,0.02,1129.009
374,161,52,1,987.47,0.16,829.4748
375,161,171,5,47.16,0.17,195.71399999999997
376,161,31,2,152.69,0.15,259.573
377,161,188,1,98.02,0.01,97.0398
378,162,148,4,434.51,0.11,1546.8556
379,163,34,5,1310.5,0.04,6290.4
380,164,89,1,1537.34,0.19,1245.2454
381,164,8,1,1211.85,0.0,1211.85
382,164,96,2,1365.99,0.12,2404.1424
383,165,75,5,1832.08,0.04,8793.983999999999
384,165,73,2,1458.42,0.03,2829.3348
385,166,66,4,1009.93,0.04,3878.1312
386,166,84,4,1980.48,0.04,7605.0432
387,167,65,5,2653.13,0.01,13132.9935
388,167,107,2,2773.41,0.05,5269.478999999999
389,168,158,2,1722.74,0.1,3100.9320000000002
390,169,160,4,2879.09,0.03,11170.869200000001
391,169,12,2,2572.01,0.04,4938.2592
392,169,54,4,3181.03,0.04,12215.155200000001
393,170,186,2,1710.61,0.21,2702.7638
394,170,117,3,2081.15,0.0,6243.450000000001
395,170,81,1,1448.79,0.17,1202.4957
396,171,55,3,2514.2,0.0,7542.599999999999
397,172,124,4,2132.85,0.03,8275.457999999999
398,173,184,4,3159.21,0.01,12510.4716
399,173,145,2,3154.2,0.04,6056.063999999999
400,173,141,5,1783.79,0.04,8562.192000000001
401,174,95,5,2892.39,0.02,14172.711
402,174,148,1,468.68,0.04,449.9328
403,174,107,1,2831.8,0.03,2746.846
404,174,56,2,2199.86,0.01,4355.7228000000005
405,174,89,4,1878.97,0.01,7440.7212
406,175,53,2,209.29,0.01,414.39419999999996
407,175,40,1,468.64,0.01,463.9536
408,175,144,3,614.15,0.01,1824.0254999999997
409,175,199,2,1995.52,0.01,3951.1295999999998
410,176,187,4,789.92,0.01,3128.0832
411,176,167,1,608.09,0.04,583.7664
412,177,7,4,402.73,0.19,1304.8452000000002
413,178,44,5,1131.34,0.01,5600.133
414,178,113,4,422.09,0.04,1620.8256
415,178,22,1,574.9,0.02,563.4019999999999
416,178,31,5,177.84,0.01,880.308
417,178,94,1,2617.07,0.01,2590.8993
418,179,184,4,3159.21,0.01,12510.4716
419,180,57,4,1807.88,0.04,6942.2592
420,180,94,3,2537.76,0.04,7308.7488
421,180,23,4,994.46,0.03,3858.5048
422,180,93,5,2799.65,0.03,13578.3025
423,180,194,1,889.47,0.03,862.7859
424,181,196,4,1041.94,0.02,4084.4048000000003
425,181,41,5,931.96,0.04,4473.408
426,181,30,4,3143.0,0.03,12194.84
427,181,194,2,916.98,0.0,1833.96
428,182,30,4,3078.2,0.05,11697.159999999998
429,183,74,3,2731.32,0.04,7866.2016
430,183,178,2,1736.27,0.03,3368.3638
431,184,38,5,118.89,0.04,570.672
432,185,104,2,1684.7,0.17,2796.602
433,185,196,3,829.3,0.22,1940.5619999999997
434,185,112,3,355.66,0.22,832.2444
435,186,88,1,2595.97,0.11,2310.4132999999997
436,186,162,5,184.5,0.25,691.875
437,187,106,2,2303.57,0.0,4607.14
438,187,43,1,1278.47,0.04,1227.3312
439,187,60,5,482.59,0.04,2316.432
440,188,43,5,1025.44,0.23,3947.944000000001
441,189,118,1,2876.84,0.04,2761.7664
442,189,50,5,2911.23,0.02,14265.027
443,190,17,1,3204.76,0.03,3108.6172
444,190,198,4,1491.97,0.03,5788.8436
445,190,132,1,3104.66,0.03,3011.5202
446,191,10,2,1503.37,0.04,2886.4703999999997
447,191,129,4,2292.04,0.01,9076.4784
448,191,32,5,369.85,0.0,1849.25
449,192,191,2,1575.85,0.17,2615.9109999999996
450,192,102,1,578.54,0.11,514.9005999999999
451,192,35,3,2024.23,0.3,4250.883
452,192,150,5,1911.66,0.28,6881.976000000001
453,192,158,2,1512.18,0.21,2389.2444
454,193,59,1,632.68,0.02,620.0264
455,194,71,3,549.37,0.21,1302.0069
456,194,130,2,641.78,0.01,1270.7243999999998
457,195,4,1,3363.47,0.03,3262.5658999999996
458,195,111,3,2618.14,0.01,7775.8758
459,195,48,1,3028.0,0.04,2906.88
460,196,36,3,1505.3,0.01,4470.741
461,196,109,2,2054.43,0.0,4108.86
462,196,26,3,3002.87,0.02,8828.4378
463,197,55,5,2438.77,0.03,11828.0345
464,197,140,5,895.29,0.04,4297.392
465,197,194,1,871.13,0.05,827.5735
466,197,192,5,1616.84,0.04,7760.831999999999
467,197,8,1,1163.38,0.04,1116.8448
468,197,29,4,1177.44,0.04,4521.3696
469,198,71,3,660.63,0.05,1882.7954999999997
470,198,146,4,2591.2,0.02,10157.503999999999
471,198,154,2,984.53,0.02,1929.6788
472,199,87,1,1602.38,0.05,1522.261
473,199,144,1,601.74,0.03,583.6878
474,199,159,3,3225.31,0.05,9192.1335
475,200,25,1,1226.67,0.03,1189.8699000000001
476,200,106,1,2234.46,0.03,2167.4262
477,201,66,5,852.13,0.19,3451.1265
478,201,148,5,463.8,0.05,2203.0499999999997
479,202,13,3,1975.09,0.0,5925.2699999999995
480,203,36,2,1459.68,0.04,2802.5856
481,204,102,4,617.55,0.05,2346.6899999999996
482,204,188,2,97.03,0.02,190.1788
483,205,179,5,415.71,0.04,1995.4079999999997
484,205,58,2,1658.83,0.15,2820.011
485,206,8,5,1163.38,0.04,5584.224
486,207,71,2,688.45,0.01,1363.131
487,208,137,1,139.77,0.04,134.1792
488,208,133,5,2743.37,0.03,13305.344499999997
489,208,82,4,3235.62,0.01,12813.055199999999
490,208,54,4,3214.16,0.03,12470.940799999998
491,208,70,1,1153.25,0.02,1130.185
492,209,152,1,1665.18,0.04,1598.5728
493,209,6,1,2489.2,0.07,2314.9559999999997
494,209,136,3,1038.56,0.28,2243.2895999999996
495,209,90,2,474.36,0.22,740.0016
496,209,134,3,239.49,0.15,610.6995000000001
497,210,42,5,2752.77,0.04,13213.296
498,211,93,1,2713.07,0.06,2550.2858
499,211,125,3,260.59,0.21,617.5983
500,211,75,2,1488.57,0.22,2322.1692
501,211,153,2,2659.84,0.21,4202.5472
502,211,157,3,563.84,0.18,1387.0464000000002
503,212,98,5,3084.08,0.02,15111.992
504,212,177,5,481.71,0.16,2023.1819999999998
505,212,115,1,2826.44,0.18,2317.6808
506,213,200,3,2454.65,0.02,7216.671
507,213,172,3,2702.64,0.01,8026.8408
508,213,31,3,176.05,0.02,517.5870000000001
509,214,108,2,1070.35,0.04,2055.0719999999997
510,215,124,2,2088.87,0.05,3968.8529999999996
511,215,15,1,1414.32,0.01,1400.1768
512,216,63,2,2475.97,0.17,4110.110199999999
513,216,139,5,571.13,0.23,2198.8505
514,217,31,5,134.73,0.25,505.23749999999995
515,217,194,3,751.92,0.18,1849.7232
516,217,140,4,736.75,0.21,2328.13
517,218,57,3,1393.58,0.26,3093.7475999999997
518,218,106,3,1981.07,0.14,5111.1606
519,218,175,3,716.48,0.17,1784.0352
520,219,22,1,574.9,0.02,563.4019999999999
521,219,193,2,1581.76,0.03,3068.6144
522,220,43,5,1318.42,0.01,6526.179
523,220,78,4,3146.82,0.03,12209.6616
524,221,145,2,3285.62,0.0,6571.24
525,221,96,2,1490.17,0.04,2861.1264
526,222,22,1,563.16,0.04,540.6336
527,222,75,5,1851.17,0.03,8978.174500000001
528,222,114,1,872.63,0.01,863.9037
529,222,166,5,1373.36,0.0,6866.799999999999
530,223,67,3,2656.23,0.09,7251.5079000000005
531,223,102,2,565.54,0.13,984.0396
532,223,19,2,798.4,0.15,1357.28
533,224,193,5,1581.76,0.03,7671.536
534,225,16,5,378.71,0.07,1761.0014999999999
535,226,133,5,2771.66,0.02,13581.133999999998
536,227,155,3,720.88,0.19,1751.7384
537,228,79,4,357.76,0.03,1388.1088
538,228,116,4,1233.22,0.0,4932.88
539,228,44,5,1142.77,0.0,5713.85
540,228,17,4,3204.76,0.03,12434.4688
541,228,80,3,2332.04,0.03,6786.2364
542,228,122,1,755.93,0.02,740.8113999999999
543,229,60,4,482.59,0.04,1853.1455999999998
544,230,33,2,1855.66,0.18,3043.2824000000005
545,230,166,1,1181.09,0.14,1015.7373999999999
546,230,44,4,1074.2,0.06,4038.9919999999997
547,231,35,2,2400.16,0.17,3984.2655999999997
548,232,150,2,2203.72,0.17,3658.1751999999997
549,232,94,1,1876.88,0.29,1332.5848
550,233,142,5,3244.08,0.0,16220.4
551,234,144,1,601.74,0.03,583.6878
552,234,83,2,3316.3,0.04,6367.296
553,235,129,2,2292.04,0.01,4538.2392
554,235,184,4,3159.21,0.01,12510.4716
555,235,113,3,430.89,0.02,1266.8166
556,235,38,2,122.6,0.01,242.748
557,235,189,1,2010.42,0.02,1970.2116
558,236,75,3,1870.25,0.02,5498.535
559,237,183,3,281.0,0.17,699.6899999999999
560,237,125,5,290.28,0.12,1277.232
561,238,146,2,2538.32,0.04,4873.5744
562,238,172,4,2648.04,0.03,10274.395199999999
563,239,36,4,1398.86,0.08,5147.8048
564,239,39,1,171.85,0.05,163.2575
565,239,187,5,765.98,0.04,3676.704
566,239,61,1,405.52,0.03,393.3544
567,240,177,5,561.99,0.02,2753.7509999999997
568,240,58,1,1912.53,0.02,1874.2794
569,241,18,3,3315.87,0.05,9450.2295
570,241,152,3,1717.21,0.0,5151.63
571,241,94,1,2590.63,0.02,2538.8174
572,241,147,1,2766.01,0.05,2627.7095
573,242,122,4,740.51,0.04,2843.5584
574,242,130,4,641.78,0.01,2541.4487999999997
575,242,134,2,281.75,0.0,563.5
576,242,100,2,2784.9,0.0,5569.8
577,242,96,5,1536.74,0.01,7606.862999999999
578,242,87,5,1619.25,0.04,7772.4
579,243,193,4,1549.15,0.05,5886.77
580,243,102,5,624.05,0.04,2995.44
581,244,76,3,629.84,0.04,1813.9392
582,245,103,3,1837.09,0.01,5456.1573
583,245,95,4,2833.36,0.04,10880.1024
584,245,99,4,3046.58,0.05,11577.003999999999
585,246,167,5,627.1,0.01,3104.145
586,247,14,2,2333.55,0.03,4527.087
587,248,131,5,3488.74,0.0,17443.699999999997
588,248,78,5,3146.82,0.03,15262.077
589,248,119,5,1134.03,0.02,5556.746999999999
590,249,178,1,1718.37,0.04,1649.6352
591,249,129,5,2222.58,0.04,10668.384
592,249,198,5,1476.59,0.04,7087.632
593,250,27,5,2245.1,0.04,10776.48
594,250,107,5,2860.99,0.02,14018.850999999999
595,251,78,3,3114.37,0.04,8969.3856
596,251,150,2,2548.89,0.04,4893.868799999999
597,251,76,1,623.28,0.05,592.116
598,251,54,4,3280.43,0.01,12990.502799999998
599,252,125,3,313.37,0.05,893.1044999999999
600,253,161,5,2196.98,0.04,10545.503999999999
601,254,139,3,593.38,0.2,1424.112
602,254,21,4,1141.9,0.01,4521.924
603,255,146,5,2194.59,0.17,9107.5485
